,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,mean_time
0,0.20689655172413793,0.655832791639582,0.1111111111111111,0.27952755905511806
1,0.3448275862068966,0.20946047302365117,0.0,0.3484251968503935
2,0.5862068965517241,0.9664483224161208,0.1111111111111111,0.2086614173228345
3,0.06896551724137931,0.416070803540177,0.3333333333333333,0.2440944881889764
4,0.3448275862068966,0.11710585529276464,0.4444444444444444,0.405511811023622
5,0.27586206896551724,0.20356017800890044,0.3333333333333333,0.9547244094488192
6,0.3793103448275862,0.29066453322666136,0.2222222222222222,0.19094488188976366
7,0.6206896551724138,0.15715785789289463,0.2222222222222222,0.15354330708661412
8,0.034482758620689655,0.10220511025551278,0.0,0.25393700787401574
9,0.24137931034482757,0.6732336616830842,0.1111111111111111,0.2224409448818896
10,0.5862068965517241,0.39956997849892495,0.0,0.48228346456692917
11,0.9655172413793103,0.1688584429221461,0.0,0.22047244094488194
12,0.48275862068965514,0.2769138456922846,0.0,0.659448818897638
13,0.034482758620689655,0.288114405720286,0.1111111111111111,0.6791338582677167
14,0.034482758620689655,0.1296064803240162,0.1111111111111111,0.027559055118110187
15,0.034482758620689655,0.2673133656682834,0.4444444444444444,0.14960629921259838
16,0.10344827586206896,0.21066053302665133,0.1111111111111111,0.13188976377952755
17,0.034482758620689655,0.2063603180159008,0.2222222222222222,0.9960629921259845
18,0.24137931034482757,0.12190609530476523,0.7777777777777777,0.19881889763779514
19,0.27586206896551724,0.34351717585879293,0.1111111111111111,0.6574803149606299
20,0.034482758620689655,0.5223761188059403,0.1111111111111111,0.3228346456692912
21,0.27586206896551724,0.4833741687084354,0.3333333333333333,0.011811023622047001
22,0.3793103448275862,0.10740537026851342,0.3333333333333333,0.48228346456692917
23,0.0,0.0,0.1111111111111111,0.1692913385826771
24,0.5517241379310345,0.3256662833141657,0.1111111111111111,0.22440944881889746
25,0.034482758620689655,0.3399669983499175,0.3333333333333333,0.671259842519685
26,0.3103448275862069,0.8145907295364768,0.1111111111111111,0.9901574803149609
27,0.1724137931034483,0.13525676283814192,0.1111111111111111,0.3267716535433072
28,0.034482758620689655,0.5166758337916896,0.3333333333333333,0.9901574803149609
29,0.06896551724137931,0.2224111205560278,1.0,0.17322834645669283
30,0.13793103448275862,0.34271713585679286,0.2222222222222222,0.8188976377952755
31,0.24137931034482757,0.48187409370468526,0.1111111111111111,0.14960629921259838
32,0.034482758620689655,0.17955897794889744,1.0,0.8996062992125984
33,0.1724137931034483,0.2702635131756588,0.4444444444444444,0.04527559055118102
34,0.3103448275862069,0.23421171058552928,0.1111111111111111,0.1259842519685037
35,0.27586206896551724,0.7893894694734737,0.1111111111111111,0.8503937007874016
36,0.3103448275862069,0.07570378518925946,0.1111111111111111,0.7933070866141734
37,0.06896551724137931,0.14780739036951848,0.5555555555555556,0.0059055118110236116
